ID,Language_ID,Name,Description,Example_IDs,Source,Schema
constr689,tamangbj,Ditransitive (BJ),indirective,ex1926,mazaudon-2003,
constr690,tara1313,Ditransitive (BJ),,ex1927;ex1928,singh-2002,
constr691,pure1242,Ditransitive (BJ),neutral,ex1929;ex1930;ex1931;ex1932,chamereau-2000,
constr692,tauy1241,Ditransitive (BJ),secundative,ex1933;ex1934,macdonald-1990,
constr693,nort2959,Ditransitive (BJ),"cf. Bascom 1982 p. 274, 301",,bascom-1982,
constr694,sout2976,Ditransitive (BJ),"in clause with 3 arguments, the object prefix always marks the recipient; secundative",ex1935,willett-1991[187],
constr695,teri1250,Ditransitive (BJ),indirective,ex1936;ex1937,,
constr696,tern1247,Ditransitive (BJ),mixed,ex1938;ex1939,hayami-allen-2001,
constr697,tetu1245,Ditransitive (BJ),mixed,ex1940;ex1941,klinken-1999,
constr698,tibe1272,Ditransitive (BJ),indirective,ex1942,denwood-1999,
constr699,tido1248,Ditransitive (BJ),mixed,ex1943;ex1944,staden-2000,
constr700,tigr1271,Ditransitive (BJ),"the marker of both direct and indirect objects is nə- prefixed to the noun. For direct objects the use of nə- is optional, esp. if object is inanimate ; indirective",,kogan-1997[432f],
constr701,tiri1258,Ditransitive (BJ),indirective,ex1945,osumi-1995,
constr702,tiwi1244,Ditransitive (BJ),no case-marking; secundative,ex1946;ex1947;ex1948;ex1949;ex1950,osborne--1974,
constr703,toba1266,Ditransitive (BJ),secundative,ex1951;ex1952,donohue-2002,
constr704,rata1244,Ditransitive (BJ),indirective,ex1953,himmelmann-wolf-1999,
constr705,torw1241,Ditransitive (BJ),indirective,ex1954,lunsford-2001,
constr706,trum1247,Ditransitive (BJ),"choice of DAT suffixes: -s least topical -ki intermediate -tl most topical Dat also marks benefactive, allative Guirardello ???? p. 282",ex1955;ex1956,,
constr707,tsat1238,Ditransitive (BJ),"Thurgood, Graham p.c.; indirective",ex1957,,
constr708,dido1241,Ditransitive (BJ),indirective,ex1958,ch09comrie2000,
constr709,tsha1245,Ditransitive (BJ),indirective,,andvik-2003,
constr710,nucl1649,Ditransitive (BJ),indirective,ex1959,mulder-1994,
constr711,tugu1245,Ditransitive (BJ),indirective,ex1960,hinton-1991,
constr712,tune1241,Ditransitive (BJ),"when R is focused: ò NP (with prop, postverbal); neutral",ex1961,mous-1997,
constr713,turk1308,Ditransitive (BJ),neutral,ex1962,dimmendaal-1983b,
constr714,nucl1301,Ditransitive (BJ),indirective,ex1963,kornfilt-1997,
constr715,tzut1248,Ditransitive (BJ),indirect object lowering; indirective,ex1964;ex1965;ex1966,"ch001dayley1985[314, 229]",
constr716,udmu1245,Ditransitive (BJ),indirective,ex1967,vaxrushev-1970,
constr717,uppe1438,Ditransitive (BJ),put X in Y’s palm indirective Andrej Kibrik p.c.,,,
constr718,urub1250,Ditransitive (BJ),indirective,ex1968;ex1969;ex1970,kakumasu-1986,
constr719,usan1239,Ditransitive (BJ),,ex1971,reesink-1987,
constr720,viet1252,Ditransitive (BJ),neutral,ex1972,nguyen-1997,
constr721,walm1241,Ditransitive (BJ),neutral,ex1973,hudson-1978,
constr722,wamb1258,Ditransitive (BJ),"The evidence for IO is considerably weaker than for subject and object. IOs are marked with DAT and are never represented in the AUX. IOs can be distinguished from DAT-adjuncts and complements in that they are subcategorisable and semantically unrestricted, and thereby care functions.; dative case: - IO of intr., semitr., ditr. verbs - object of derivated nom. - beneficiary - abou, until; ‘take T from G’, ‘give T to G’, ‘teach T to G’ arg- registered in the auxiliary: G; both T and G are ACC-marked; neutral",ex1974,"nordlinger-1998[57, 86, 189]",
constr723,wara1303,Ditransitive (BJ),Subject/ object zero-marked; dative-case: -ma/ -(i)si/ -to marks mostly benefactive,ex1975;ex1976,romero-figueroa-1997,
constr724,wara1290,Ditransitive (BJ),or all Harvey 1987!!!; neutral,ex1977,harvey-1986,
constr725,ward1246,Ditransitive (BJ),in ditrans. clauses: A: ERG SUBJ-agree R: ABS OBJ-agree T: ABS / (cannot be coded on the verb); secundative,ex1978;ex1979;ex1980,merlan-1994[65-66],
constr726,ware1253,Ditransitive (BJ),indirective,ex1981,donohue-1999b,
constr727,warr1255,Ditransitive (BJ),mixed,ex1983;ex1982,dixon-1981,
constr728,wira1260,Ditransitive (BJ),indirective,ex1984,hercus-1999,
constr729,xamm1241,Ditransitive (BJ),neutral (Tom Güldemann p.c.),,,
constr730,yagu1244,Ditransitive (BJ),"objects, whether direct or indirect, are refered to by Set II encltics; we know of no structured or syntactic evidence that differntiates IO ad DO: both objs may be preceded by the set II enclitics may occur in either order both can be relativized; neutral",ex1985;ex1986,"ch01paynepayne1990[361, 367]",
constr731,yany1243,Ditransitive (BJ),mixed,ex1987,kirton-charlie-1996,
constr732,yawu1244,Ditransitive (BJ),"§4.5.5 ‘give’ is phonologically zero, as in Amele; marking split as in French and Yimas: 1st/ 2nd person ACC, 3rd person DAT (functional explanation p. 320) see fn 60",,"hosokawa-1991[141, 319-320]",
constr733,yidi1250,Ditransitive (BJ),or all Dixon 1977b; IO lowering (Dixon 1977a p. 359); indirective,ex1988,dixon-1977a,
constr734,yima1243,Ditransitive (BJ),"dative affixes are the same as the O forms only in the 1st and 2nd persons; in 3rd person forms, te dative suffixes are distinct from both A and O prefix forms.; indirective",ex1989;ex1990,ch15foley1991[208ff],
constr735,ying1247,Ditransitive (BJ),neutral,ex1991;ex1992,dench-1998,
constr736,yiry1245,Ditransitive (BJ),neutral,ex1993,alpher-1991,
constr737,yoku1256,Ditransitive (BJ),,ex1994,newman-1946,
constr738,nort2745,Ditransitive (BJ),indirective,ex1995,maslova-2003b,
constr739,cent2127-2,Ditransitive (BJ),,,miyaoka-1996,
constr740,zays1235,Ditransitive (BJ),a marked-nominative lg.; indirective,ex1996;ex1997,hayward-1990b,
constr741,diml1238,Ditransitive (BJ),"complicated case-marking system, my (MH) analysis: NOM ACC OBL(ERG/DAT) m.inan. -∅ -∅ -i m.an. -∅ -i -i f. -e -e -e pl. -i -u -u; A P/T R present tense: NOM ACC OBL past tense: OBL NOM OBL R differs from T both in present and past tense; indirective",ex1998;ex1999,selcan-1998,
constr742,chim1300,Ditransitive (BJ),"core args. are cross-referenced on the verb; R but not T is cross-referenced no case marking on case arguments (S,A,P,T,R); secundative; only T can be incorporated (p. 275)",ex2000,johnson-2000[113],
constr743,coos1249,Ditransitive (BJ),"or all Frachtenberg 1911???; verbal inflection is for the recipient, implying that it is a secundative lg.; locative adposition on full NP recipient sometimes occurs, but much less frequently than no-case-marking",,frachtenberg-1913,
constr744,doya1240,Ditransitive (BJ),neutral,ex2001;ex2002;ex2003;ex2004,wiering-wiering-1994,
constr745,alya1239,Allative construction,This construction exists side by side with a double-object construction.,ex2005,yallop-1977[80],V R-all T-nom
constr746,arao1248,Ditransitive (BJ),neutral,ex2007,,
constr747,veng1238,Ditransitive (BJ),"IO is marked by tɨ́ ‘to, for’ mixed",ex2009;ex2010;ex2008,schaub-1985,
constr748,ewon1239,Ditransitive (BJ),or all Redden 1980???; neutral,ex2011;ex2012;ex2013,redden-1979,
constr749,kalk1246,Ditransitive (BJ),mixed; # here ‘give’ agrees with (indexes) ‘you’ but not ‘mat’ - does this make the construction primative? perhaos a way to approach this is by saying that indexing only counts if there is no case-marking. (but is there case-marking here?),ex2014;ex2015,blake-1979b,
constr750,kobo1249,Ditransitive (BJ),"Davies 1981b or all Davies 1981a (Davies, H. John. 1981a. The Syntax of the Simple Sentence in Kobon. Papers in New Guinea Linguistics 21, Pacific Linguistics, Series A-61. Canberra: Australian National University.)???; T and R are not distinguished morhologically or syntactically; neutral",ex2016;ex2017;ex2018;ex2019;ex2020,davies-1981b[109],
constr751,kuku1273,Ditransitive (BJ),TABS/ACC RLOC; indirective,ex2021,patz-2002,
constr752,ling1263,Ditransitive (BJ),neutral,ex2022;ex2023;ex2024;ex2025,meeuwis-1998,
constr753,madi1260,Ditransitive (BJ),indirective,ex2026,blackings-fabb-2003,
constr754,mang1381,Ditransitive (BJ),"ditrans. verbs cross-reference the R in the verb by object forms of the verbal pronominal prefixes; the T is not cross-referenced in the verb, but if present as an external NP, is marked as direct object forms of the class-case prefixes and/ or number suffixes",ex2027;ex2028,merlan-1982[64],
constr755,bamb1266,Ditransitive (BJ),indirective,ex2029;ex2030,ayuninjam-1998,
constr756,nias1242,Ditransitive (BJ),or all Brown 2001; indirective,ex2031,brown-2005,
constr757,pala1344,Ditransitive (BJ),secundative,ex2032;ex2033;ex2034,josephs-1975,
constr758,slavebj,Ditransitive (BJ),indirective,ex2035;ex2036;ex2037;ex2038,ch20rice1989,
constr759,gugu1255,Ditransitive (BJ),indirective,ex2039,havil--1979,
constr760,dyaa1242,Ditransitive (BJ),indirective,ex2040,patz-1991,
constr761,kuku1280,Ditransitive (BJ),indirective,ex2041,smith-johnson-2000,
constr762,mund1339,Ditransitive (BJ),cf Osada 1992 p. 93-94 unclear,,osada-1992,
constr763,obol1243,Ditransitive (BJ),neutral,ex2042;ex2043,faraclas-1984,
constr764,paam1238,Ditransitive (BJ),two datives min ‘punctual dative’ ven ‘areal dative’ Crowley 1982 p. 197; indirective; differnt with pronoun R Crowley 1982 p. 139f,ex2044,crowley-1982,
constr765,sanu1240,Ditransitive (BJ),indirective,ex2045,borgman-1990,
constr766,tika1246,Ditransitive (BJ),or all Stanley 1986; neutral,ex2046;ex2047,stanley-1991,
constr767,sant1451,Ditransitive (BJ),reference unsure; indirective,ex2048,black-2000,
constr768,kapaubj,Ditransitive (BJ),"something p. 44, 47, 49f, 32",,,
constr769,west2618,Allative construction,"The R is in the Allative case. This corresponds to a construction with applicative -ut(i) in Greenlandic. Johns (1984) argues that it is similarly derived from the Secundative construction, even though in Central Arctic Inuktitut, there is no oveert applicative marker.",ex2066,johns-1984,A-erg T-abs R-all V.subj[A].obj[T]
constr770,west2618,Secundative construction,"The T is coded with comitative case, like the demoted P of the antipassive.",ex2069,johns-1984;johnson-1980,A-erg T-comit R-abs V.subj[A].obj[R]
constr771,west2618,Ergative construction,Ergative construction with A and P indexed on the verb.,ex2070;ex2071,johns-1984;johnson-1980,A-erg P-abs V.subj[A].obj[P]
constr772,lavu1241,Monotransitive Construction,,ex2062,,
constr773,akan1250,Take Serial Construction,"The Take Serial Construction can be used when the T is definite (under such conditions, the Double Object Construction is not possible with many verbs). It can also be used with some verbs that do allow definite Ts in the Double Object Construction. There are also some verbs ('request', 'charge') that do not allow definite themes even in this construction. Apparently the 'take' meaning of the serial verb de is still present in the construction (Osam 1996: 65). Note also that de can also be used to express instrumentals.",ex2075;ex2076,osam-1996[64-69],A de T V R
constr774,seri1257,transitive,The core arguments unmarked; object and subject (A/S) indexed by prefixes.,ex2080,,A O AGRo-AGRs-V
constr775,mesk1242,Ditransitive Construction,"This is the only construction in Meskwaki, there is no alternation (Dahlstrom 2009: 227). The OBJ of such verbs is always animate and nearly always human.",ex2082;ex2081,dahlstrom-2009,A R T V.subj[A].obj[R]
constr776,mesk1242,Monotransitive Construction,,,dahlstrom-2009,A P V.subj[A].obj[P]
constr777,aleu1260,Dative construction,,ex2085;ex2086,bergsl--1994;lang-na,
constr778,alya1239,Double-Object construction,This construction exists side by side with a an indirective allative construction.,ex2006,yallop-1977[80],V R-nom T-nom
constr779,hmar1241,Indirective construction,,ex1699,dutta-baruah-bapui-1996,A-erg R+kúomàh T-abs V
constr780,sril1245,Sri Lanka Malay Ditransitive construction,,ex2094,nordhoff-2013,A T-acc R-dat V
