ID,Construction_ID,Parameter_ID,Code_ID,Example_IDs,Source,Value,Comment
constr221-cparam2,constr221,cparam2,cparam2-c4,,,postposition,"Core arguments (A/S and P/T) are unmarked. R as other adjuncts/obliques is introduced by postpositions that ""govern"" by object agreement prefix N"
constr1-cparam3,constr1,cparam3,cparam3-c2,,,no flagging,-
constr2-cparam3,constr2,cparam3,cparam3-c2,,,no flagging,
constr223-cparam3,constr223,cparam3,cparam3-c8,,,suffixal case,"In full NPs, mostly expressed on article ot adjective."
constr3-cparam3,constr3,cparam3,cparam3-c8,,,suffixal case,
constr4-cparam3,constr4,cparam3,cparam3-c8,ex355,,suffixal case,"Destinative case which marks two semantic relations: Object of its host, and beneficiary to its possessor."
constr5-cparam3,constr5,cparam3,cparam3-c2,ex138,,no flagging,
constr6-cparam3,constr6,cparam3,cparam3-c4,,,postposition,
constr7-cparam3,constr7,cparam3,cparam3-c2,,,no flagging,
constr8-cparam3,constr8,cparam3,cparam3-c2,,,no flagging,
constr9-cparam3,constr9,cparam3,cparam3-c2,ex142,,no flagging,
constr10-cparam3,constr10,cparam3,cparam3-c8,,,suffixal case,
constr11-cparam3,constr11,cparam3,cparam3-c8,,,suffixal case,destinative case used in conjunction with possessive agreement
constr12-cparam3,constr12,cparam3,cparam3-c2,,ch001lithompson1981,no flagging,
constr13-cparam3,constr13,cparam3,cparam3-c2,,watters-2002,no flagging,
constr14-cparam3,constr14,cparam3,cparam3-c2,,,no flagging,
constr15-cparam3,constr15,cparam3,cparam3-c2,,watters-2002,no flagging,
constr16-cparam3,constr16,cparam3,cparam3-c8,,,suffixal case,"ACC may be missing on non-specific Os, also Ts (ex. 154b) p. 121."
constr17-cparam3,constr17,cparam3,cparam3-c8,,,suffixal case,Only on [animate] Os (DOM); p. 203.
constr18-cparam3,constr18,cparam3,cparam3-c4,,,postposition,P/T marking only on animates
constr19-cparam3,constr19,cparam3,cparam3-c8,,,suffixal case,
constr20-cparam3,constr20,cparam3,cparam3-c8,,,suffixal case,
constr21-cparam3,constr21,cparam3,cparam3-c1,,,enclitic case,more likely clitic
constr22-cparam3,constr22,cparam3,cparam3-c2,,,no flagging,
constr23-cparam3,constr23,cparam3,cparam3-c2,,,no flagging,
constr24-cparam3,constr24,cparam3,cparam3-c6,,,preposition,preposition BA < ‘hold; grasp’
constr25-cparam3,constr25,cparam3,cparam3-c2,,,no flagging,
constr26-cparam3,constr26,cparam3,cparam3-c2,,,no flagging,
constr27-cparam3,constr27,cparam3,cparam3-c2,,,no flagging,
constr28-cparam3,constr28,cparam3,cparam3-c2,,,no flagging,
constr29-cparam3,constr29,cparam3,cparam3-c2,,,no flagging,
constr30-cparam3,constr30,cparam3,cparam3-c8,,,suffixal case,May be marked by OBJ marker if animate
constr31-cparam3,constr31,cparam3,cparam3-c8,,,suffixal case,"T can also take NOM case (if A >> P), PRED case (if O is in focus), or INSTR case (if O is indefinite)"
constr32-cparam3,constr32,cparam3,cparam3-c8,,,suffixal case,ACC -> NOM if A is 1/2 person; ACC -> PRED if O in focus; ACC -> INSTR if O indefinite
constr33-cparam3,constr33,cparam3,cparam3-c8,,,suffixal case,
constr34-cparam3,constr34,cparam3,cparam3-c3,,,optional suffixal case,T if pronominal --> -na (core non-subject case on pronouns); T if topical --> -nuku (marker of topical non-subjects); otherwise (non-topical) is unmarked)--> DOM.
constr35-cparam3,constr35,cparam3,cparam3-c8,,,suffixal case,
constr36-cparam3,constr36,cparam3,cparam3-c8,,,suffixal case,
constr38-cparam3,constr38,cparam3,cparam3-c8,,,suffixal case,
constr39-cparam3,constr39,cparam3,cparam3-c2,,,no flagging,
constr40-cparam3,constr40,cparam3,cparam3-c2,,,no flagging,
constr41-cparam3,constr41,cparam3,cparam3-c2,,,no flagging,
constr42-cparam3,constr42,cparam3,cparam3-c2,,,no flagging,
constr44-cparam3,constr44,cparam3,cparam3-c2,,,no flagging,
constr45-cparam3,constr45,cparam3,cparam3-c2,,,no flagging,
constr46-cparam3,constr46,cparam3,cparam3-c2,,,no flagging,
constr47-cparam3,constr47,cparam3,cparam3-c2,,,no flagging,
constr48-cparam3,constr48,cparam3,cparam3-c8,ex385,ch001keneseivagofenyvesi1998,suffixal case,
constr49-cparam3,constr49,cparam3,cparam3-c8,,,suffixal case,
constr51-cparam3,constr51,cparam3,cparam3-c8,,,suffixal case,dative
constr52-cparam3,constr52,cparam3,cparam3-c2,,,no flagging,Nominative; variant -Ø after some vowels.
constr53-cparam3,constr53,cparam3,cparam3-c8,,,suffixal case,Nominative; variant -Ø after some vowels.
constr54-cparam3,constr54,cparam3,cparam3-c2,,,no flagging,
constr55-cparam3,constr55,cparam3,cparam3-c2,,,no flagging,
constr56-cparam3,constr56,cparam3,cparam3-c8,,,suffixal case,markers of O by modal oblique cases which distinguish TAM categories
constr57-cparam3,constr57,cparam3,cparam3-c8,,,suffixal case,
constr58-cparam3,constr58,cparam3,cparam3-c8,,,suffixal case,O markers by modal oblique cases which distinguish TAM categories
constr59-cparam3,constr59,cparam3,cparam3-c8,,,suffixal case,
constr60-cparam3,constr60,cparam3,cparam3-c8,,,suffixal case,Verbal donative like other verbal cases take verbal rather than nominal inflection
constr61-cparam3,constr61,cparam3,cparam3-c8,,,suffixal case,
constr62-cparam3,constr62,cparam3,cparam3-c6,,,preposition,
constr63-cparam3,constr63,cparam3,cparam3-c2,,,no flagging,
constr64-cparam3,constr64,cparam3,cparam3-c8,,,suffixal case,
constr65-cparam3,constr65,cparam3,cparam3-c8,,,suffixal case,
constr66-cparam3,constr66,cparam3,cparam3-c8,,,suffixal case,indefinite accusative suffix
constr67-cparam3,constr67,cparam3,cparam3-c8,,,suffixal case,
constr68-cparam3,constr68,cparam3,cparam3-c8,,,suffixal case,
constr69-cparam3,constr69,cparam3,cparam3-c8,,,suffixal case,
constr70-cparam3,constr70,cparam3,cparam3-c3,,,optional suffixal case,
constr71-cparam3,constr71,cparam3,cparam3-c3,,,optional suffixal case,
constr72-cparam3,constr72,cparam3,cparam3-c3,,,optional suffixal case,
constr73-cparam3,constr73,cparam3,cparam3-c2,,,no flagging,
constr74-cparam3,constr74,cparam3,cparam3-c2,,,no flagging,
constr75-cparam3,constr75,cparam3,cparam3-c8,ex209,,suffixal case,Accusative case
constr76-cparam3,constr76,cparam3,cparam3-c8,,,suffixal case,accusative case
constr77-cparam3,constr77,cparam3,cparam3-c8,,,suffixal case,accusative case
constr78-cparam3,constr78,cparam3,cparam3-c2,,,no flagging,absolutive case
constr79-cparam3,constr79,cparam3,cparam3-c2,,,no flagging,
constr80-cparam3,constr80,cparam3,cparam3-c2,,,no flagging,
constr81-cparam3,constr81,cparam3,cparam3-c2,,,no flagging,
constr82-cparam3,constr82,cparam3,cparam3-c2,,,no flagging,
constr83-cparam3,constr83,cparam3,cparam3-c2,,,no flagging,
constr84-cparam3,constr84,cparam3,cparam3-c2,,,no flagging,
constr85-cparam3,constr85,cparam3,cparam3-c2,,,no flagging,
constr86-cparam3,constr86,cparam3,cparam3-c2,,,no flagging,
constr87-cparam3,constr87,cparam3,cparam3-c2,,,no flagging,
constr88-cparam3,constr88,cparam3,cparam3-c2,,,no flagging,
constr89-cparam3,constr89,cparam3,cparam3-c2,,,no flagging,
constr90-cparam3,constr90,cparam3,cparam3-c2,,,no flagging,
constr91-cparam3,constr91,cparam3,cparam3-c5,,ch001thornes2003,prefixal case,Prefixal Object Case is ka= in SG (in PL not distinguished from NOM).
constr92-cparam3,constr92,cparam3,cparam3-c5,,,prefixal case,
constr93-cparam3,constr93,cparam3,cparam3-c2,,,no flagging,
constr94-cparam3,constr94,cparam3,cparam3-c2,,,no flagging,
constr95-cparam3,constr95,cparam3,cparam3-c2,,,no flagging,
constr96-cparam3,constr96,cparam3,cparam3-c2,,,no flagging,
constr97-cparam3,constr97,cparam3,cparam3-c2,,,no flagging,
constr98-cparam3,constr98,cparam3,cparam3-c2,,,no flagging,"Is introduced by articles if definite, as usual with all core NPs. If pronominal by “absolutive” (yo’-series) pronouns."
constr99-cparam3,constr99,cparam3,cparam3-c6,ex406,topping-1973,preposition,"If T is definite, it is marked by OBL articles: ni (common) ~ as (proper))."
constr100-cparam3,constr100,cparam3,cparam3-c2,,,no flagging,
constr101-cparam3,constr101,cparam3,cparam3-c2,,,no flagging,
constr102-cparam3,constr102,cparam3,cparam3-c2,,heath-1998,no flagging,
constr103-cparam3,constr103,cparam3,cparam3-c2,ex238,,no flagging,
constr104-cparam3,constr104,cparam3,cparam3-c2,ex410,heath-1998,no flagging,
constr105-cparam3,constr105,cparam3,cparam3-c2,,borg-etal-1997[137],no flagging,"Personal proper names and some other high-animacy noun phrases require the preposition lil or ‘l; see Borg and Azzopardi-Alexander, p.137"
constr106-cparam3,constr106,cparam3,cparam3-c2,,,no flagging,
constr107-cparam3,constr107,cparam3,cparam3-c2,,,no flagging,
constr108-cparam3,constr108,cparam3,cparam3-c8,,,suffixal case,OBJ case. Note that with many inanimates OBJ is zero (DOM).
constr109-cparam3,constr109,cparam3,cparam3-c8,,,suffixal case,
constr110-cparam3,constr110,cparam3,cparam3-c2,,,no flagging,
constr113-cparam3,constr113,cparam3,cparam3-c2,,,no flagging,
constr114-cparam3,constr114,cparam3,cparam3-c4,,,postposition,general locative postposition
constr115-cparam3,constr115,cparam3,cparam3-c4,,,postposition,Instrumental/comitative postposition.
constr116-cparam3,constr116,cparam3,cparam3-c2,,,no flagging,
constr117-cparam3,constr117,cparam3,cparam3-c2,,,no flagging,
constr118-cparam3,constr118,cparam3,cparam3-c4,,,postposition,Normally on animate Os(Ps and Ts)
constr119-cparam3,constr119,cparam3,cparam3-c2,,,no flagging,
constr120-cparam3,constr120,cparam3,cparam3-c4,,,postposition,
constr121-cparam3,constr121,cparam3,cparam3-c2,,,no flagging,
constr122-cparam3,constr122,cparam3,cparam3-c2,,,no flagging,
constr123-cparam3,constr123,cparam3,cparam3-c6,,,preposition,"T is introduced by an object (oblique) form of the article (regarded as a preposition here), unless both A and R are 1st/2nd person."
constr124-cparam3,constr124,cparam3,cparam3-c6,,,preposition,"prepositional article, here treated as a preposition"
constr125-cparam3,constr125,cparam3,cparam3-c2,,,no flagging,
constr126-cparam3,constr126,cparam3,cparam3-c8,,,suffixal case,
constr127-cparam3,constr127,cparam3,cparam3-c2,,,no flagging,
constr128-cparam3,constr128,cparam3,cparam3-c3,,wali-koul-1997,optional suffixal case,T (as P) can be marked by DAT case if it is animate and higher than A on the animacy hierarchy.
constr129-cparam3,constr129,cparam3,cparam3-c2,,,no flagging,
constr130-cparam3,constr130,cparam3,cparam3-c2,,,no flagging,
constr131-cparam3,constr131,cparam3,cparam3-c2,,,no flagging,
constr132-cparam3,constr132,cparam3,cparam3-c8,,,suffixal case,Locative case.
constr133-cparam3,constr133,cparam3,cparam3-c2,,,no flagging,
constr134-cparam3,constr134,cparam3,cparam3-c2,,,no flagging,
constr135-cparam3,constr135,cparam3,cparam3-c1,,ch01kimball1991,enclitic case,T like P is marked by the ACC in –n (which under certain conditions maybe unmarked) or takes the object focus form --on (see monotransitive alignment)
constr136-cparam3,constr136,cparam3,cparam3-c6,,haude-2006,preposition,An oblique case marker prefixed to articles and pronouns.
constr137-cparam3,constr137,cparam3,cparam3-c6,,haude-2006,preposition,An oblique case marker prefixed to articles and pronouns.
constr138-cparam3,constr138,cparam3,cparam3-c6,,francois-re-2002,preposition,"By the oblique preposition hini-~ini-~n-, or the locative preposition lo. The preposition hini is noun-like in that it takes possessive agreement suffixes to agree with the head."
constr139-cparam3,constr139,cparam3,cparam3-c2,,,no flagging,
constr140-cparam3,constr140,cparam3,cparam3-c2,,ch001dixon1972,no flagging,"No marking of absolutive NPs with nouns; (1,2) pronouns (and also proper nouns) take the accusative marker in -–na/-Na."
constr141-cparam3,constr141,cparam3,cparam3-c2,,ch001dixon1972,no flagging,"No marking of absolutive NPs with nouns; (1,2) pronouns (and also proper nouns) take the accusative marker in -–na/-Na."
constr142-cparam3,constr142,cparam3,cparam3-c8,,ch001dixon1972,suffixal case,T marked with the Instrumental (which is identical to ERG but syntactically distinct).
constr143-cparam3,constr143,cparam3,cparam3-c6,,ch001donohue1999,preposition,"T is introduced by the “non-nominative core article/preposition” te, which is also used for A of a transitive construction."
constr144-cparam3,constr144,cparam3,cparam3-c6,,ch001donohue1999,preposition,T is introduced by the “non-nominative core article/preposition” te.
constr145-cparam3,constr145,cparam3,cparam3-c6,,ch001donohue1999,preposition,T is introduced by the “non-nominative core article/preposition” te.
constr146-cparam3,constr146,cparam3,cparam3-c2,,,no flagging,
constr147-cparam3,constr147,cparam3,cparam3-c4,,,postposition,The ACC postposition with a focal value.
constr148-cparam3,constr148,cparam3,cparam3-c4,,,postposition,The ACC postposition with a focal value.
constr149-cparam3,constr149,cparam3,cparam3-c4,,,postposition,The ACC postposition with a focal value.
constr151-cparam3,constr151,cparam3,cparam3-c8,,hagman-1977[56],suffixal case,This flag is called “subordinate suffix” by Hagman (1977:56).
constr152-cparam3,constr152,cparam3,cparam3-c6,,,preposition,T like P with an optional accusative proclitic.
constr153-cparam3,constr153,cparam3,cparam3-c5,,,prefixal case,T like P with an optional accusative proclitic.
constr154-cparam3,constr154,cparam3,cparam3-c3,,,optional suffixal case,"Absolutive is normally unmarked unless expressed cumulatively with number/definiteness: -a def/sg, -ak def/pl."
constr155-cparam3,constr155,cparam3,cparam3-c3,,,optional suffixal case,
constr156-cparam3,constr156,cparam3,cparam3-c3,,,optional suffixal case,Accusative case; may be missing on T/Ps which are indefinite and in a preverbal position (see p. 188 for DOM in a ditransitive constructions).
constr158-cparam3,constr158,cparam3,cparam3-c3,,austin-1981,optional suffixal case,
constr159-cparam3,constr159,cparam3,cparam3-c3,,,optional suffixal case,Like P takes the accusative case (-Na) for non-sg common nouns (and female common nouns) or the unmarked absolutive (for other common nouns)
constr160-cparam3,constr160,cparam3,cparam3-c2,,,no flagging,No case markers (absolutive zero case) on nominal Ts; or accusative case on pronominal Ts.
constr161-cparam3,constr161,cparam3,cparam3-c2,,,no flagging,No case markers (absolutive zero case) on nominal Ts; or accusative case on pronominal Ts.
