ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Source,Analyzed_Text,Original_Orthography,Translation_Other,Type
ex548,koyr1240,ay ŋaa-ndi gi bita,ay	ŋaa-ndi	gi	bita,1SG.SBJ	eat-CAUS	3PL.OBJ	porridge,I fed her some porridge.,,,,heath-1998[135 (ex.207b)],,,,
ex549,wapp1239,cephi i oyaʔ keʔ-tis-taʔ,cephi	i	oyaʔ	keʔ-tis-taʔ,3SG.NOM	1SG	pot	break-CAUS-PST,S/he made me break the pot.,,,,thompson-etal-2006[128],,,,
ex550,mani1292,tombə-nə əy-bu maŋon-də sel pi-həlli,tombə-nə	əy-bu	maŋon-də	sel	pi-həlli,Tomba-NOM	1SG-ACC	3SG-LOC	money	give-CAUS,Tomba made me give money to him.,,,,bhat-ningomba-1997[113],,,,
ex551,mani1292,әy-nә Tombә-pu sәgol tóŋ-hәn-lәm-í,әy-nә	Tombә-pu	sәgol	tóŋ-hәn-lәm-í,1SG-AG	Tomba-PAT	horse	ride-CAUS-EVD-NHYP,I made Tomba ride the horse.,,,,chelliah-1997[111],,,,
ex552,kala1399,mattam-mik niri-qqu-aa,mattam-mik	niri-qqu-aa,mattak-INS	eat-tell-IND.3,He asked him to eat the mattak.,,,,ch001fortescue1984[84],,,,
ex553,kala1399,irnirmi-nut akiqqani tuqu-qqu-ai,irnirmi-nut	akiqqani	tuqu-qqu-ai,son.POSS-ALL	enemy.PL(ABS)	kill-tell-3>3,He wanted his son to kill his enemies.,,,,ch001fortescue1984[84],,,,
ex554,kash1277,bI chusan su o:lav ranɨna:va:n.,bI	chusan	su	o:lav	ranɨna:va:n.,I	am:1SG:3SG	he.NOM	potatoes:NOM	cook:CAUS:PRS.PTCP,I am making him cook potatoes.,,,,wali-koul-1997[214],,,,
ex555,kash1277,təm’ d’a:vɨno:vus bɨ mohnas kita:b.,təm’	d’a:vɨno:vus	bɨ	mohnas	kita:b.,he:ERG	gave:CAUS:PST.1SG	I.ABS	Mohan:DAT	book.ABS,He made me give a book to Mohan.,,,,wali-koul-1997[215],,,,
ex556,khan1273,oxsam-na pon-lt-ə-s-li,oxsam-na	pon-lt-ə-s-li,scarf-LOC	put-CAUS-EP-PST-SG.3SG,He put a scarf (on her).,,,,ch001nikolaeva1999[30],,,,
ex557,movi1243,a’ko ona-ra-na-poj-kay n-as iwani:-wa n-as chon-si-neɬ,a’ko	ona-ra-na-poj-kay	n-as	iwani:-wa	n-as	chon-si-neɬ,that	know-BE.N-DR-CAUS-INV	OBL-ART.N	speak-NMLZ	OBL-ART.N	right-BE.sound-APPL,That makes me know how to speak the native language.,,,,haude-2006[395],,,,
ex558,tuka1249,Ku-pa-’ita-’e te boku.,Ku-pa-’ita-’e	te	boku.,1SG-CAUS-see-3.OBJ	CORE	book,I SHOWed him the book.,,,,ch001donohue1999[213],,,,
ex559,kore1280,nan-un ai-eykey/lul/*ka chayk-ul ilk-hi-ess-ta.,nan-un	ai-eykey/lul/*ka	chayk-ul	ilk-hi-ess-ta.,I-TC	child-to/ACC/*NOM	book-ACC	read-CAUS-PST-DC,I had the child read a book.,,,,sohn-1994[319],,,,
ex560,kore1280,Sensayngnim-i na-lul chayk-ul ilk-key hayssta.,Sensayngnim-i	na-lul	chayk-ul	ilk-key	hayssta.,professor-NOM	1SG-ACC	book-ACC	read-COMP	do.CAUS,The professor had me read the book.,,,,ogrady-1991[191],,,,
ex561,seme1247,ki=par-yəŋ la=ciʔgu hεʔ bapaʔ,ki=par-yəŋ	la=ciʔgu	hεʔ	bapaʔ,3.A=CAUS-hear	A=teacher	AT:above	father,The teacher informed the father (of it).,,,,kruspe-2004[126 (ex.82)],,,,
ex562,basq1248,Gurasoek indabak janarazi dizkiote mutilari.,Gurasoek	indabak	janarazi	dizkiote	mutilari.,parents.ERG	beans	eat.CAUS	AUX.3.ABS.PL/3.DAT/3.ERG.PL	child.DAT,The parents made the child eat the beans.,,,,hualde-urbina-2003[601 (ex.1357)],,,,
ex563,garo1247,Ang-a studen-rang-na Englis-ko pori-dil-ing-a.,Ang-a	studen-rang-na	Englis-ko	pori-dil-ing-a.,1SG-NOM	student-PL-DAT	English-ACC	read-CAUS-PROG-NEUT,I am teaching English to the students.,,,,burling-2004[186],,,,
ex564,garo1247,Ang-a studen-rang-ko pori-dil-ing-a.,Ang-a	studen-rang-ko	pori-dil-ing-a.,1SG-NOM	student-PL-ACC	read-CAUS-PROG-NEUT,I am teaching the student.,,,,burling-2004[187],,,,
ex565,djin1251,"Ngindaniki-rni kulirndirnda, kulirndrnda-rni dirri-ngirru-wardi, darra-marri ngirrmi-marri wawala-rla-rni-rni.","Ngindaniki-rni	kulirndirnda,	kulirndrnda-rni	dirri-ngirru-wardi,	darra-marri	ngirrmi-marri	wawala-rla-rni-rni.",this(M)-FOC	wasp.gall	wasp.gall-FOC	eat-1PL.EXCL-HAB	eat-DIST	make-DIST	child-PL-ERG-FOC,"This is wasp gall, we eat wasp gall, and we used to make the young kids eat it too.",,,,pensalfini-2003[125],,,,
ex566,kung1261,Càālò má n!!ú n||ālē-ā dàbē kē ||áú–kx’àò.,Càālò	má	n!!ú	n||ālē-ā	dàbē	kē	||áú–kx’àò.,Calo	TOP	CAUS	show-T	children	TR	teacher,Calo causes the teacher to show the children (something).,,,,konig-heine-2010[ex.44f],,,,
ex567,newa1246,āmta=ri ci khursāni ni-k-e,āmta=ri	ci	khursāni	ni-k-e,3SG.DAT=TOP	salt	chili	grind-CAUS-PTCP,Making her grind salt and chilis...,,,,genetti-1997[56 (ex.32)],,,,
ex568,amha1245,aster lәmma-n mәs’ɨhaf ɨnd-i-gәza a-dәrrәg-әčč-ɨw,aster	lәmma-n	mәs’ɨhaf	ɨnd-i-gәza	a-dәrrәg-әčč-ɨw,Aster	Lemma-ACC	book	COMP-3.M-buy.IPFV	CAUS-make.PRF-3.F-3.M.OBJ,Aster made Lemma buy a book.,,,,ch001amberber2009[(ex.22a)],,,,
ex569,halk1245,ni cən qáʔqaʔ-stəxw kwθə sqwəméyʔ ʔə kwθə qá’ʔ,ni	cən	qáʔqaʔ-stəxw	kwθə	sqwəméyʔ	ʔə	kwθə	qá’ʔ,AUX	1.SBJ	drink-CAUS	DET	dog	OBL	DET	water,I gave the dog water to drink.,,,,ch001gerdts1982[160 (42b)],,,,
ex570,zulu1248,Wa-ngi-bon-isa mina inyoni.,Wa-ngi-bon-isa	mina	inyoni.,1.SC:PST-1SG:OC-see-CAUS	1SG	bird,He showed me the bird.,,,,poulos-1982[(21b)],,,,
ex571,nucl1284,Dhoba-ku m~u jama søpha kør-e-ich-i.,Dhoba-ku	m~u	jama	søpha	kør-e-ich-i.,washerman-DAT	I	clothes	clean	do-CAUS-CVB-AUX-1SG,I had my clothes washed by the washerman.,,,,neukom-patnaik-2003[121 (ex.4)],,,,
ex572,soch1239,maL-tï̃M cúM hõM siíM,maL-tï̃M	cúM	hõM	siíM,CAUS.FUT-be_able.DI.3	3	child.3	book,"S/he will teach her/his child books (i.e., how to read).",,,,foris-2000[293],,,,
ex573,kaza1248,Men oğan kitap kör-set-ti-m,Men	oğan	kitap	kör-set-ti-m,I	he.DAT	book	see-CAUS-PST-1SG,I showed him a book.,,,,mawkanuli-na,,,,
ex574,nucl1643,hanako ga taroo *o/ni hon o yom-ase-ru,hanako	ga	taroo	*o/ni	hon	o	yom-ase-ru,Hanako	NOM	Taroo	ACC/DAT	book	ACC	read-CAUS-NPST,Hanako forces Taro to read the book. / Hanako allows Taro to read the book.,,,,iwasaki-2002[149 (ex.67b)],,,,
ex575,swah1253,mwalimu hu-wa-som<esh>a wanafunzi kurani,mwalimu	hu-wa-som<esh>a	wanafunzi	kurani,teacher	HAB-them-study<CAUS>	students	Koran,The teacher teaches the students the Koran.,,,,ch001vitale1981[156 (ex.80b)],,,,
ex576,supy1237,Isà a ɲ̀jé vàànyi kan mìì í pá ŋ́-kán mu á ma ø jwoolo.,Isà	a	ɲ̀jé	vàànyi	kan	mìì	í	pá	ŋ́-kán	mu	á	ma	ø	jwoolo.,Isa	PRF	these	cloths.DEF	give	I	SBJV	come	IP-give	you	to	you.NDECL	SBJV	sew,Isa gave this cloth (to me) to come give to you to sew.,,,,carlson-1994[435 (ex.29b)],,,,
ex577,supy1237,Kà ciɲ-jyèebíí sì m̀pi kan ú à bya.,Kà	ciɲ-jyèebíí	sì	m̀pi	kan	ú	à	bya.,and	women-old.DEF	NARR	hare	give	he.COMP	PRF	drink,Then the old women gave Hare (water) to drink.,,,,carlson-1994[435 (ex.31)],,,,
ex578,lazz1240,bozo-k ar ust’a-s ar sanduğ d-o-čk’ad-ap-u-don,bozo-k	ar	ust’a-s	ar	sanduğ	d-o-čk’ad-ap-u-don,girl-ERG	one	master-DAT	one	chest	PV-TR-nail-CAUS-AOR.I3S-EVD,The girl made the master make (/nail) a chest.,,,,,,,,
ex579,cash1254,ainbu-n takada ʂəki(-wən) pimaai,ainbu-n	takada	ʂəki(-wən)	pimaai,woman-A	chicken.P	corn(-INS)	eat.CAUS,the woman fed the chicken (with the corn),,,,,,,,
ex580,olut1240,tax=ta:k-ʔe:p-am jumü min=ma:jʔ-aʔn,tax=ta:k-ʔe:p-am	jumü	min=ma:jʔ-aʔn,C.1(LOCAL)=CAUS-see-IRRI	where	A.2(ABS)=sleep-IRRD,I will show you where are you going to sleep.,,,,zavala-maldonaldo-2002[790 (ex.158b)],,,,
ex581,panj1256,mãi alii tõ suniiti nüü kataab divaaii.,mãi	alii	tõ	suniiti	nüü	kataab	divaaii.,I	Ali	INS.PP	Suniti	DAT.PP	book	give:CAUS.PST.F.SG,I caused Ali to give the book to Suniti.,,,,bhatia-1993[239],,,,
ex582,yoru1245,ó mú mi gbá ìyàrá náà,ó	mú	mi	gbá	ìyàrá	náà,he	CAUS	me	sweep	room	DEF,He made me sweep the room.,,,,atoyebi-2009,,,,
ex583,lang1324,dákô òdìò àtîn òjɔ̀bɔ̀ kál,dákô	òdìò	àtîn	òjɔ̀bɔ̀	kál,woman	3s:press.PFV	child	3s:scoop.PFV	millet,"The woman forced the child to scoop up millet. (The woman pressed the child, she scooped up millet.)",,,,noonan-1992[208 (ex.1)],,,,
ex584,amel1241,Ija od-ude-ce-min na qete-i-a.,Ija	od-ude-ce-min	na	qete-i-a.,1s	do-3s-DS-1s	tree	cut-3s-TOD.PST,I made him cut down the tree.,,,,roberts-1987[222 (ex.351)],,,,
ex585,vafs1240,is-æt-æns-en-om,is-æt-æns-en-om,3SG-DUR-learn-CAUS-1SG,I’ll teach him.,,,,stilo-2010[(ex.47a)],,,,
ex586,abkh1244,də-l-sə-r-bá-Ø-jt’,də-l-sə-r-bá-Ø-jt’,him/her-to.her-I-CAUS-see-AOR-DYN:FIN,I showed him/her to her.,,,,chirikba-2003[52 (30b)],,,,
ex587,hixk1239,biryekomo yotahahono wosi tinyo wya,biryekomo	yotahahono	wosi	tinyo	wya,boy	she:caused:to:hit:him	woman	her:husband	by,The woman caused her husband to hit the boy.,,,,derbyshire-1979[39 (ex.86d)],,,,
ex588,lavu1241,vovo la o-a-lai-ge vo’vou na a-na sa roge o-ne-Ø,vovo	la	o-a-lai-ge	vo’vou	na	a-na	sa	roge	o-ne-Ø,girl(F)	SG.F.ART	3SG.F.OBJ-1SG.SBJ-tell-ANT	boy(M)	SG.M.ART	3SG.M.OBJ-in	banana(N)	one.SG.N	3SG.SBJ-give-SG.N,"I made the girl give the boy a banana. [lit. Upon me telling the girl, she gave a banana to the boy.]",,,,terrill-2003[362 (ex. 659)],,,,
ex589,huic1243,EekI tumiini pe-puuzeiyastIa-ri.,EekI	tumiini	pe-puuzeiyastIa-ri.,you	money	2SG.SBJ-show-PASS,You were shown the money.,,,,ch05comrie1982[109],,,,
ex590,stan1293,My sister was given an umbrella.,My	sister	was	given	an	umbrella.,my	sister	was	given	an	umbrella,My sister was given an umbrella.,,,,,,,,
ex591,stan1295,...weil Andrea einen Regenschirm geschenkt bekommen hat.,...weil	Andrea	einen	Regenschirm	geschenkt	bekommen	hat.,because	Andrea.NOM	an.ACC	umbrella.ACC	given	gotten	has,...because Andrea was given an umbrella.,,,,,,,,
ex592,even1260,Kunga honte-l-du bo-v-re-n.,Kunga	honte-l-du	bo-v-re-n.,child	foreigner-PL-DAT	give-ADVP-AOR-SG,The child was given to the foreigners (against his will).,,,,,,,,
ex593,mand1415,wǒ bèi tāmen wèn-le xǔduō wènti,wǒ	bèi	tāmen	wèn-le	xǔduō	wènti,I	BEI	they	ask-PFV	many	question,I was asked many questions by them (as a harassment).,,,,ch001lithompson1981[504],,,,
ex594,mala1464,*ʈiiccaraal pustakam kuʈʈi koʈukkappeʈʈu,*ʈiiccaraal	pustakam	kuʈʈi	koʈukkappeʈʈu,*teacher:INS	book	child	give:PASS,The child was given the book by the teacher.,,,,ch001asherkumari1997[269 (ex.1354c)],,,,
ex595,mand1415,wǒ bèi tāmen wèn-le xǔduō wènti,wǒ	bèi	tāmen	wèn-le	xǔduō	wènti,I	BEI	they	ask-PFV	many	question,I was asked many questions by them (as a harassment).,,,,ch001lithompson1981[504 (ex. 45)],,,,
ex596,tari1256,kuphe nu-phi-ka pi-na,kuphe	nu-phi-ka	pi-na,fish	1SG-sell-TAM(RECP.P.VIS)	2SG-OBJ,I have sold fish to you.,,,,aikhenvald-y.-2003[259],,,,
ex597,mode1248,I fitites (ta) dhidhaxtikan ta mathimatika.,I	fitites	(ta)	dhidhaxtikan	ta	mathimatika.,the	students.NOM.PL	(them)	teach.3PL.PST.PASS	the	maths.ACC.PL,The students were taught the maths.,,,,ch01kordoni2004[(ex.22)],,,,
ex598,thai1261,chǎ̀̀n thùuk phûuchaay khon n’ŋ hây ŋən,chǎ̀̀n	thùuk	phûuchaay	khon	n’ŋ	hây	ŋən,1SG	PASS	man	CLF	one	give	money,I was given money by a man.,,,,,,,,
ex599,cavi1250,Ekwita=kwana=tu iyakwa kewja-ta-ya biaje=ishu.,Ekwita=kwana=tu	iyakwa	kewja-ta-ya	biaje=ishu.,person=PL=3SG	now	tell-PASS-IPFV	travel=PURP,Now the people will be told concerning their trip.,,,,ch05guillaume2008[21(ex.20b)],,,,
ex600,kiny1244,Umúgore y-a-haa-w-e igitabo n’ ûmugabo,Umúgore	y-a-haa-w-e	igitabo	n’	ûmugabo,woman	she-PST-give-PASS-ASP	book	by	man,The woman was given the book by the man.,,,,ch001kimenyi1980[127],,,,
ex601,umat1237,miyúux ní-yi i-wač-á áswan,miyúux	ní-yi	i-wač-á	áswan,chief	give-PTCP	3.NOM-be-PST	boy,The chief was given the boy.,,,,rude-1997[338],,,,
ex602,kaya1319,dathin-a ngilirr-a marndi-i-ja kamurr-uru balarr-ina dangka-na,dathin-a	ngilirr-a	marndi-i-ja	kamurr-uru	balarr-ina	dangka-na,that-NOM	cave-NOM	divest-M-ACT	stone-PROP	white-ABL	man-ABL,That cave was robbed of its stones by the white man.,,,,evans-1995[348],,,,
ex603,wari1268,Mija na ca mi’ tococwa con hwam.,Mija	na	ca	mi’	tococwa	con	hwam.,much	3s:RPP	INFL:NRPP	give	PASS:3pM	PREP:3sM	fish,It is much that they were given fish.,,,,ch001everettkern1997[314 (ex.585b)],,,,
ex604,imba1240,Marya-ka Juzi Juan-ta riku-chi-shka-mi ka-rka,Marya-ka	Juzi	Juan-ta	riku-chi-shka-mi	ka-rka,María-TOP	José	Juan-ACC	see-cause-PST.PTCP-VAL	be-3.PST,María was caused by José to see Juan.,,,,ch001cole1982[137 (ex.552)],,,,
ex605,yaqu1251,Karmen-Ø toto’i-ta miika-wa-k.,Karmen-Ø	toto’i-ta	miika-wa-k.,Carmen-NOM	hen-ACC	give-PASS-PST.PFV,Carmen was given the hen.,,,,ch001guerrerovanvalin2004[292],,,,
ex606,yaqu1251,*Karmen-Ø u-ka toto’i-ta nenka-wa-k.,*Karmen-Ø	u-ka	toto’i-ta	nenka-wa-k.,Carmen-NOM	the-ACC	hen-ACC	sell-PASS-PST.PFV,Carmen was sold the hen.,,,,ch001guerrerovanvalin2004[292],,,,
ex607,thai1261,lûuknɔ́ɔŋ thúk khon doon kháw cɛ̀ɛk ŋaan.,lûuknɔ́ɔŋ	thúk	khon	doon	kháw	cɛ̀ɛk	ŋaan.,subordinate	every	CLF	undergo	he	distribute	work,Every subordinate was assigned work by him.,,,,ch13wilawan2000[218],,,,
ex608,swat1243,sínínì sí-ník-w-è bànánà ngù Jȏhn,sínínì	sí-ník-w-è	bànánà	ngù	Jȏhn,friend	SBJ-give-PASS-TNS	banana	by	John,The friend was given a banana by John.,,,,guzman-1987[313],,,,
ex609,seri1257,Tóm quih hp-yo-p-éhe.,Tóm	quih	hp-yo-p-éhe.,money	the	1SG.SBJ.INTR-DIST-PASS-give.gift,I was given the money.,,,,marlett-2010[(ex.50)],,,,
ex610,nort2954,ka=miidɨ nɨ na-kuhani-kɨ,ka=miidɨ	nɨ	na-kuhani-kɨ,OBL=meat	1SG	MM-cook-APPL,I am being cooked the meat.,,,,ch001thornes2003[285],,,,
ex611,tzot1262,Č-i-ʔak’-b-at hun ¢eb.,Č-i-ʔak’-b-at	hun	¢eb.,ASP-ABS.1-give-BEN-PASS	a	girl,I am being given a girl.,,,,aissen-1983[283 (ex.43)],,,,
ex612,indo1316,*Wanita itu di-kirim sebuah surat (kepada) oleh Ali.,*Wanita	itu	di-kirim	sebuah	surat	(kepada)	oleh	Ali.,woman	the	PASS-send	a	letter	(to)	by	Ali,The woman was sent a letter by Ali.,,,,chung-ra-1983[238 (ex.59a)],,,,
ex613,indo1316,Wanita itu di-kirim-i sebuah surat oleh laki2 itu.,Wanita	itu	di-kirim-i	sebuah	surat	oleh	laki2	itu.,woman	the	PASS-send-BEN	a	letter	by	man	the,The woman was sent a letter by the man.,,,,chung-ra-1983[237 (ex.55a)],,,,
ex614,cham1312,Ni-na’i as Joaquin un katta,Ni-na’i	as	Joaquin	un	katta,PASS-give	OBL	Jack	a	letter,She was given a letter by Jack.,,,,cooreman-1987[26 (ex.16)],,,,
ex615,sout2961,liorade-ba in-khwien-wia-che-ban.,liorade-ba	in-khwien-wia-che-ban.,lady-INS	1SG+AN.SG-dog-give-PASS-PST,I was given a dog by the lady.,,,,ch001allenfrantz1983[308 (ex.32)],,,,
ex616,malt1254,Pawlu n-għata l-ittra,Pawlu	n-għata	l-ittra,Paul	PASS-give.PST.3SG.M	the-letter,Paul was given the letter.,,,,,,,,
ex617,pana1305,Nü nateewinngkün-na.,Nü	nateewinngkün-na.,1SG	tell.PASS-APPL,I was told something.,,,,dayley-1989[105],,,,
ex618,yalu1240,Maimuna muga mɔntur-na ma.,Maimuna	muga	mɔntur-na	ma.,Maimuna	steal	watch-DEF	at,Maimuna was stolen a watch.,,,,ch01luepke2005[203],,,,
ex619,mani1292,maŋon-də əy-nə sel khərə pi,maŋon-də	əy-nə	sel	khərə	pi,3SG-LOC	1SG-NOM	money	some	give.PST,He was given some money by me.,,,,bhat-ningomba-1997[64],,,,
ex620,kala1399,nassin-niqar-puq,nassin-niqar-puq,send-PASS-IND.3SG,he was sent,,,,ch001fortescue1984[91],,,,
ex621,kash1277,tsɨ yikh me hava:lɨ karnɨ. tem’sɨndi dəs’.,tsɨ	yikh	me	hava:lɨ	karnɨ.	tem’sɨndi	dəs’.,you.NOM	come.FUT:2SG.PASS	me.DAT	handover	do:INF:ABL	he:GEN	by,You will be handed over to me by him.,,,,wali-koul-1997[208],,,,
ex622,kash1277,*mohnɨ aav aslamni zəriyi kəmi:z dinɨ,*mohnɨ	aav	aslamni	zəriyi	kəmi:z	dinɨ,Mohan.NOM	come.M.SG	Aslam.GEN.ABL	by	shirt	give.INF.ABL,Mohan was given a shirt by Aslam.,,,ungrammatical example,wali-koul-1997[209],,,,
ex623,khan1273,p:etra:j-na xo:p-na mo:jlə-s-a,p:etra:j-na	xo:p-na	mo:jlə-s-a,Peter-LOC	boat-LOC	give-PST-PASS.3SG,He was given a boat by Peter.,,,,ch001nikolaeva1999[31(ex.75a)],,,,
ex624,tuka1249,No-to-hu’u-mo na mo’ane mandawulu te kamba.,No-to-hu’u-mo	na	mo’ane	mandawulu	te	kamba.,3.R-PASS-make-PFV	NOM	man	beautiful	CORE	flower,The beautiful man was given a flower.,,,,ch001donohue1999[278],,,,
ex625,arhu1242,In’gui kartutšu a’we-kuma-na gui nän-na.,In’gui	kartutšu	a’we-kuma-na	gui	nän-na.,one	shell	give-IMPERS-DIST	also	be-DIST,A shotgun shell had been given to him.,,,,frank-1985[148 (ex.300)],,,,
ex626,kore1280,*John-i yenphil-ul cwu-e-ci-ess-ta.,*John-i	yenphil-ul	cwu-e-ci-ess-ta.,John-NOM	pencil-ACC	give-INF-become-PST-DC,John was given a pencil.,,,,ogrady-1991[59],,,,
ex627,nama1264,sií-kxm` ke ǂxaní-k-à kè màa-hè.,sií-kxm`	ke	ǂxaní-k-à	kè	màa-hè.,we-PGN	DECL	paper-PL-OBL	TNS	give-PASS,We were given papers.,,,,hagman-1977[81],,,,
ex628,garo1247,Bilasini-cha Raben Mandi kuʔsik-ko sining-na manʔ-e chaʔ-noa.,Bilasini-cha	Raben	Mandi	kuʔsik-ko	sining-na	manʔ-e	chaʔ-noa.,Bilasini-INS	Raben	Mandi	language-ACC	teach-INF	get-SUB	eat-FUT,Rabin is being taught the Mandi language by Bilasini.,,,,burling-2004[341],,,,
ex629,kung1261,dàbà má kē |à’ā tí kē tūú.,dàbà	má	kē	|à’ā	tí	kē	tūú.,child	TOP	PST	give	PASS	TR	book,The child was given a book.,,,,konig-heine-2010[(ex.13a)],,,,
ex630,fonn1241,*Àsíbá nyì àsɔ́n ná.,*Àsíbá	nyì	àsɔ́n	ná.,Asiba	is	crab	given,Asiba is given crab.,,,,ch03lefebvre1994[75 (ex.11b)],,,,
ex631,east2542,mazinahigan ni-gii-mii-n-igoo(-n),mazinahigan	ni-gii-mii-n-igoo(-n),book	1.SBJ-PST-lend-AN.ABS-PASS(-INAN.NR),I was given a book.,,,,rhodes-1990[411 (ex.24a)],,,,
ex632,halk1245,ʔi ʔámʔ-əs-t-əm tθə John ʔə-λ’ Mary ʔə kwθə šckí.ks,ʔi	ʔámʔ-əs-t-əm	tθə	John	ʔə-λ’	Mary	ʔə	kwθə	šckí.ks,AUX	give-ADV.A-TR-INTR	DET	John	OBL-DET	Mary	OBL	DET	vanilla_extract,John is being given vanilla extract by Mary.,,,,ch001gerdts1982[233 (ex.101)],,,,
ex633,zulu1248,Umfana u-nik-wa incwadi (yi-mi).,Umfana	u-nik-wa	incwadi	(yi-mi).,1.boy	1.SC-give-PASS	9.book	(by-me),The boy is given a book (by me).,,,,ch01taylor1997[83 (ex.25b)],,,,
ex634,zulu1248,Ubaba u-bhal-el-wa incwadi (yi-mi).,Ubaba	u-bhal-el-wa	incwadi	(yi-mi).,1.father	1.SC-write-APPL-PASS	9.letter	(by-me),Father is being written a letter for (by me).,,,,ch01taylor1997[83 (ex.26b)],,,,
ex635,nucl1284,sɔbu gɔribɔ lokɔ-nku pɔisa di-a-ja-i-ch-i.,sɔbu	gɔribɔ	lokɔ-nku	pɔisa	di-a-ja-i-ch-i.,all	poor	person-OBL:DAT	money	give-PASS-go-CVB-AUX-3SG,All poor people have been given money.,,,,neukom-patnaik-2003[290 (ex.115)],,,,
ex636,soch1239,Tsa3-cuén1 Po1 lo1 hí3.,Tsa3-cuén1	Po1	lo1	hí3.,PASS:FUT-give:PASS	Paul	mule	that:AN,Paul will be given that mule.,,,,ch01foris1998[221 (ex.18b)],,,,
ex637,kaza1248,maGan kitap ber-il-di,maGan	kitap	ber-il-di,me.DAT	book	give-PASS-PST.3SG,I (to me) was given a book.,,,,mawkanuli-na,,,,
ex638,nucl1643,Taroo-ga nimotu-o okur-are-ta.,Taroo-ga	nimotu-o	okur-are-ta.,Taro-NOM	package-ACC	send-PASS-PST,Taro was sent a package.,,,,ch001miyagawatsujioka2004[19 (ex.39)],,,,
ex639,swah1253,Fatuma a-li-p<ew>a zawadi na Halima,Fatuma	a-li-p<ew>a	zawadi	na	Halima,Fatuma	she-PST-give<PASS>	gift	by	Halima,Fatuma was given a gift by Halima.,,,,ch001vitale1981[131 (ex.33c)],,,,
ex640,supy1237,Mìi à kan bikí ná.,Mìi	à	kan	bikí	ná.,I	PRF	give	pen	at,I have been given a pen.,,,,carlson-1994[406 (ex.9)],,,,
ex641,olut1240,yampaʔ min=yak-mo:yʔ-e,yampaʔ	min=yak-mo:yʔ-e,this.much	A.2(ABS)=PASS-give-INCD,You are given this much.,,,,zavala-maldonaldo-2002[677 (ex.18b)],,,,
ex642,olut1240,tan=yak-tzak-aʔx-e-j si:ta,tan=yak-tzak-aʔx-e-j	si:ta,A.1(ABS)=PASS-send-APPL1-INCD-INVD.INTR	appointment,I have been sent an appointment.,,,,zavala-maldonaldo-2002[689 (ex.34b)],,,,
ex643,panj1256,*raam sangiitaa-tõ[/-kolõ] kataab dittii gaaii,*raam	sangiitaa-tõ[/-kolõ]	kataab	dittii	gaaii,Ram	Sangita-INS[/-NEAR.INS]	book	give.PST.PTCP.F.SG	go.PST.F.SG,Ram was given the book by Sangita.,,,ungrammatical example,bhatia-1993[236 (ex.709c)],,,,
ex644,yoru1245,*mo (ti) fún (ní ìwé),*mo	(ti)	fún	(ní	ìwé),1SG	(PRF)	give	(SEC	book),I was given a book.,,,,ch02atoyebi2010[159],,,,
ex645,lang1324,yín dákô òmìyí dyɛ̀l,yín	dákô	òmìyí	dyɛ̀l,you	woman	3s:give.PFV.2s	goat,You were given a goat by the woman.,,,,noonan-1992[151 (ex.5)],,,,
ex646,lang1324,án rwòt òmìyò dyàŋ bòtə́,án	rwòt	òmìyò	dyàŋ	bòtə́,I	king	3s:give.PFV	cow	to:1s,I was given the cow by the king.,,,,noonan-1992[150 (ex.2)],,,,
ex647,ital1282,Un posto è stato offerto a Clelia (da Luca).,Un	posto	è	stato	offerto	a	Clelia	(da	Luca).,a	job	has	been	offered	to	Clelia	(by	Luca),Clelia was offered a job (by Luca).,,,,,,,,
ex648,stan1293,An umbrella was given my sister.,An	umbrella	was	given	my	sister.,an	umbrella	was	given	my	sister,An umbrella was given my sister.,,,,,,,,
ex649,even1260,Turki bo-p-te-n.,Turki	bo-p-te-n.,sleigh	give-MED-AOR-3SG,The sleigh was given away.,,,,,,,,
ex650,mand1415,tāmen wèn-le wŏ xŭduō wènti,tāmen	wèn-le	wŏ	xŭduō	wènti,they	ask-PFV	I	many	questions,They asked me many questions.,,,This is the corresponding non-passive construction.,ch001lithompson1981[504],,,,
ex651,mala1464,ʈiiccaraal kuʈʈikǝ pustakam koʈukkappeʈʈu,ʈiiccaraal	kuʈʈikǝ	pustakam	koʈukkappeʈʈu,teacher:INS	child:DAT	book:NOM	give:PASS:PST,The book was given to the child by the teacher.,,,,ch001asherkumari1997[269 (ex.1354b)],,,,
ex652,tari1256,kuphe ka-phi-kana-nihka di-a pi-na,kuphe	ka-phi-kana-nihka	di-a	pi-na,fish	REL-sell-PASS-TAM(ANT+RECP.P.VIS)	3SG.NF-go	2SG-OBJ,Fish has been sold to you (or by you).,,,,aikhenvald-y.-2003[259],,,,
ex653,mode1248,Ta hrímata *?(tis) stálthikan tis Marías apó ton Pétro.,Ta	hrímata	*?(tis)	stálthikan	tis	Marías	apó	ton	Pétro.,the.NOM	money.NOM	her.GEN	was.sent	the.GEN	Maria.GEN	by	the.ACC	Petros.ACC,The money was sent to Mary by Peter.,,,,ch01kordoni2004[(ex.20)],,,,
